name,version,directory,repository,summary,from package.json,from license,from readme
@azu/format-text,1.0.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@azu/format-text,git@github.com:azu/format-text,BSD-3-Clause,BSD-3-Clause,,
@azu/style-format,1.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@azu/style-format,git@github.com:azu/style-format,WTFPL,WTFPL,,
@babel/code-frame,7.14.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@babel/code-frame,https://github.com/babel/babel,MIT,MIT,MIT,
@babel/helper-validator-identifier,7.14.8,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@babel/helper-validator-identifier,https://github.com/babel/babel,MIT,MIT,MIT,
@babel/highlight,7.14.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@babel/highlight,https://github.com/babel/babel,MIT,MIT,MIT,
@textlint/ast-node-types,4.4.3,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/ast-node-types,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/ast-tester,2.3.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/ast-tester,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/ast-traverse,2.3.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/ast-traverse,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/feature-flag,3.3.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/feature-flag,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/fixer-formatter,3.3.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/fixer-formatter,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/kernel,3.4.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/kernel,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/linter-formatter,3.3.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/linter-formatter,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/markdown-to-ast,6.3.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/markdown-to-ast,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/module-interop,1.2.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/module-interop,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/source-code-fixer,3.4.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/source-code-fixer,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/text-to-ast,3.3.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/text-to-ast,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/textlint-plugin-markdown,5.3.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/textlint-plugin-markdown,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/textlint-plugin-text,4.3.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/textlint-plugin-text,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/types,1.5.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/types,https://github.com/textlint/textlint,MIT,MIT,,MIT
@textlint/utils,1.2.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@textlint/utils,https://github.com/textlint/textlint,MIT,MIT,,MIT
@types/parse-json,4.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@types/parse-json,https://www.github.com/DefinitelyTyped/DefinitelyTyped,MIT,MIT,MIT,
aggregate-error,3.1.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/aggregate-error,sindresorhus/aggregate-error,MIT,MIT,MIT,
ajv,4.11.8,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/table/node_modules/ajv,(none),MIT,MIT,MIT,
ajv,6.12.6,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/ajv,https://github.com/ajv-validator/ajv,MIT,MIT,MIT,
ajv-keywords,1.5.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/ajv-keywords,https://github.com/epoberezkin/ajv-keywords,MIT,MIT,MIT,
ansi-colors,4.1.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/ansi-colors,doowb/ansi-colors,MIT,MIT,MIT,
ansi-escapes,4.3.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/ansi-escapes,sindresorhus/ansi-escapes,MIT,MIT,MIT,
ansi-red,0.1.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/ansi-red,jonschlinkert/ansi-red,MIT,MIT,MIT,MIT
ansi-regex,2.1.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/has-ansi/node_modules/ansi-regex,(none),MIT,MIT,MIT,MIT
ansi-regex,3.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/table/node_modules/string-width/node_modules/ansi-regex,(none),MIT,MIT,MIT,MIT
ansi-regex,5.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/ansi-regex,chalk/ansi-regex,MIT,MIT,MIT,
ansi-styles,2.2.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/textlint/node_modules/ansi-styles,(none),MIT,MIT,MIT,MIT
ansi-styles,3.2.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@babel/highlight/node_modules/ansi-styles,(none),MIT,MIT,MIT,MIT
ansi-styles,4.3.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/ansi-styles,chalk/ansi-styles,MIT,MIT,MIT,
ansi-wrap,0.1.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/ansi-wrap,https://github.com/jonschlinkert/ansi-wrap,MIT,MIT,MIT,MIT
argparse,1.0.10,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/argparse,nodeca/argparse,MIT,MIT,MIT,MIT
asn1,0.2.4,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/asn1,http://github.com/joyent/node-asn1,MIT,MIT,,
assert-plus,1.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/assert-plus,https://github.com/mcavage/node-assert-plus,MIT,MIT,,MIT
astral-regex,2.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/astral-regex,kevva/astral-regex,MIT,MIT,MIT,MIT
async,3.2.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/async,https://github.com/caolan/async,MIT,MIT,,
asynckit,0.4.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/asynckit,https://github.com/alexindigo/asynckit,MIT,MIT,MIT,MIT
autolinker,0.28.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/autolinker,http://github.com/gregjacobs/Autolinker.js,MIT,MIT,MIT,
aws-sign2,0.7.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/aws-sign2,https://github.com/mikeal/aws-sign,Apache;Apache-2.0,Apache-2.0,Apache,
aws4,1.11.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/aws4,github:mhart/aws4,MIT,MIT,,
bail,1.0.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/bail,wooorm/bail,MIT,MIT,MIT,
balanced-match,1.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/balanced-match,http://github.com/juliangruber/balanced-match,MIT,MIT,MIT,MIT
bcrypt-pbkdf,1.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/bcrypt-pbkdf,http://github.com/joyent/node-bcrypt-pbkdf,BSD-3-Clause,BSD-3-Clause,,
boundary,1.0.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/boundary,https://github.com/Constellation/boundary,BSD,BSD,,
brace-expansion,1.1.11,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/brace-expansion,http://github.com/juliangruber/brace-expansion,MIT,MIT,MIT,MIT
braces,3.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/braces,micromatch/braces,MIT,MIT,MIT,
buffer-from,1.1.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/buffer-from,LinusU/buffer-from,MIT,MIT,MIT,
call-bind,1.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/call-bind,https://github.com/ljharb/call-bind,MIT,MIT,MIT,
callsites,3.1.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/callsites,sindresorhus/callsites,MIT,MIT,MIT,MIT
caseless,0.12.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/caseless,https://github.com/mikeal/caseless,Apache;Apache-2.0,Apache-2.0,Apache,
chalk,1.1.3,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/textlint/node_modules/chalk,(none),MIT,MIT,MIT,MIT
chalk,2.4.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@babel/highlight/node_modules/chalk,(none),MIT,MIT,MIT,MIT
chalk,4.1.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/chalk,chalk/chalk,MIT,MIT,MIT,
character-entities,1.2.4,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/character-entities,wooorm/character-entities,MIT,MIT,MIT,
character-entities-legacy,1.1.4,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/character-entities-legacy,wooorm/character-entities-legacy,MIT,MIT,MIT,
character-reference-invalid,1.1.4,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/character-reference-invalid,wooorm/character-reference-invalid,MIT,MIT,MIT,
charenc,0.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/charenc,http://github.com/pvorb/node-charenc,BSD-3-Clause,BSD-3-Clause,,
ci-info,2.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/ci-info,https://github.com/watson/ci-info,MIT,MIT,MIT,
clean-stack,2.2.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/clean-stack,sindresorhus/clean-stack,MIT,MIT,MIT,MIT
cli-cursor,3.1.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/cli-cursor,sindresorhus/cli-cursor,MIT,MIT,MIT,
cli-truncate,2.1.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/cli-truncate,sindresorhus/cli-truncate,MIT,MIT,MIT,
co,4.6.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/co,tj/co,MIT,MIT,MIT,MIT
code-point-at,1.1.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/code-point-at,sindresorhus/code-point-at,MIT,MIT,MIT,MIT
coffee-script,1.12.7,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/coffee-script,http://github.com/jashkenas/coffeescript,MIT,MIT,,
collapse-white-space,1.0.6,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/collapse-white-space,wooorm/collapse-white-space,MIT,MIT,MIT,
color-convert,1.9.3,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@babel/highlight/node_modules/color-convert,(none),MIT,MIT,,
color-convert,2.0.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/color-convert,Qix-/color-convert,MIT,MIT,,
color-name,1.1.3,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@babel/highlight/node_modules/color-name,(none),MIT,MIT,MIT,
color-name,1.1.4,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/color-name,git@github.com:colorjs/color-name,MIT,MIT,MIT,
colorette,1.2.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/colorette,jorgebucaran/colorette,MIT,MIT,,
combined-stream,1.0.8,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/combined-stream,http://github.com/felixge/node-combined-stream,MIT,MIT,,MIT
commander,6.2.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/commander,https://github.com/tj/commander.js,MIT,MIT,MIT,
compare-versions,3.6.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/compare-versions,https://github.com/omichelsen/compare-versions,MIT,MIT,MIT,
concat-map,0.0.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/concat-map,http://github.com/substack/node-concat-map,MIT,MIT,MIT,MIT
concat-stream,1.6.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/concat-stream,http://github.com/maxogden/concat-stream,MIT,MIT,MIT,MIT
concat-with-sourcemaps,1.1.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/concat-with-sourcemaps,http://github.com/floridoo/concat-with-sourcemaps,ISC,ISC,ISC,
core-util-is,1.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/core-util-is,http://github.com/isaacs/core-util-is,MIT,MIT,,
cosmiconfig,7.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/cosmiconfig,https://github.com/davidtheclark/cosmiconfig,MIT,MIT,MIT,
cross-spawn,7.0.3,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/cross-spawn,git@github.com:moxystudio/node-cross-spawn,MIT,MIT,MIT,
crypt,0.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/crypt,http://github.com/pvorb/node-crypt,BSD-3-Clause,BSD-3-Clause,,
dashdash,1.14.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/dashdash,http://github.com/trentm/node-dashdash,MIT,MIT,MIT,
debug,4.3.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/debug,http://github.com/visionmedia/debug,MIT,MIT,MIT,MIT
dedent,0.7.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/dedent,http://github.com/dmnd/dedent,MIT,MIT,MIT,MIT
deep-equal,1.1.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/deep-equal,http://github.com/substack/node-deep-equal,MIT,MIT,MIT,
deep-is,0.1.3,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/deep-is,http://github.com/thlorenz/deep-is,MIT,MIT,MIT,MIT
define-properties,1.1.3,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/define-properties,http://github.com/ljharb/define-properties,MIT,MIT,MIT,
delayed-stream,1.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/delayed-stream,http://github.com/felixge/node-delayed-stream,MIT,MIT,,MIT
diacritics-map,0.1.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/diacritics-map,jonschlinkert/diacrictics-map,MIT,MIT,MIT,
dictionary-en-au,2.3.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/dictionary-en-au,https://github.com/wooorm/dictionaries/tree/main/dictionaries/en-AU,(MIT AND BSD);BSD;Public Domain,(MIT AND BSD),BSD;Public Domain,BSD
diff,4.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/diff,http://github.com/kpdecker/jsdiff,BSD;BSD-3-Clause,BSD-3-Clause,BSD,
ecc-jsbn,0.1.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/ecc-jsbn,https://github.com/quartzjer/ecc-jsbn,MIT,MIT,MIT,
emoji-regex,8.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/emoji-regex,https://github.com/mathiasbynens/emoji-regex,MIT,MIT,,
end-of-stream,1.4.4,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/end-of-stream,http://github.com/mafintosh/end-of-stream,MIT,MIT,MIT,MIT
enquirer,2.3.6,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/enquirer,enquirer/enquirer,MIT,MIT,MIT,
error-ex,1.3.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/error-ex,qix-/node-error-ex,MIT,MIT,MIT,
escape-string-regexp,1.0.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/escape-string-regexp,sindresorhus/escape-string-regexp,MIT,MIT,MIT,MIT
esprima,4.0.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/esprima,https://github.com/jquery/esprima,BSD;BSD-2-Clause,BSD-2-Clause,,BSD
execa,4.1.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/execa,sindresorhus/execa,MIT,MIT,MIT,
expand-range,1.8.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/expand-range,jonschlinkert/expand-range,MIT,MIT,MIT,
extend,3.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/extend,https://github.com/justmoon/node-extend,MIT,MIT,MIT,
extend-shallow,2.0.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/extend-shallow,jonschlinkert/extend-shallow,MIT,MIT,MIT,MIT
extsprintf,1.3.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/extsprintf,http://github.com/davepacheco/node-extsprintf,MIT,MIT,,
fast-deep-equal,3.1.3,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/fast-deep-equal,https://github.com/epoberezkin/fast-deep-equal,MIT,MIT,MIT,
fast-json-stable-stringify,2.1.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/fast-json-stable-stringify,http://github.com/epoberezkin/fast-json-stable-stringify,MIT,MIT,MIT,
fast-levenshtein,2.0.6,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/fast-levenshtein,https://github.com/hiddentao/fast-levenshtein,MIT,MIT,,MIT
fault,1.0.4,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/fault,wooorm/fault,MIT,MIT,MIT,
file-entry-cache,5.0.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/file-entry-cache,royriojas/file-entry-cache,MIT,MIT,MIT,MIT
fill-range,2.2.4,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/fill-range,jonschlinkert/fill-range,MIT,MIT,MIT,
fill-range,7.0.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/braces/node_modules/fill-range,(none),MIT,MIT,MIT,
find-up,2.1.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/read-pkg-up/node_modules/find-up,(none),MIT,MIT,MIT,MIT
find-up,5.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/find-up,sindresorhus/find-up,MIT,MIT,MIT,
find-versions,4.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/find-versions,sindresorhus/find-versions,MIT,MIT,MIT,
flat-cache,2.0.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/flat-cache,royriojas/flat-cache,MIT,MIT,MIT,MIT
flatted,2.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/flatted,https://github.com/WebReflection/flatted,ISC,ISC,ISC,
for-in,1.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/for-in,jonschlinkert/for-in,MIT,MIT,MIT,
forever-agent,0.6.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/forever-agent,https://github.com/mikeal/forever-agent,Apache;Apache-2.0,Apache-2.0,Apache,
form-data,2.3.3,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/form-data,http://github.com/form-data/form-data,MIT,MIT,,
format,0.2.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/format,http://github.com/samsonjs/format,MIT,MIT,,
frontity-docs,1.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs,https://github.com/frontity/docs,Apache-2.0,Apache-2.0,,
fs.realpath,1.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/fs.realpath,https://github.com/isaacs/fs.realpath,ISC;MIT,ISC,ISC;MIT,
function-bind,1.1.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/function-bind,http://github.com/Raynos/function-bind,MIT,MIT,,MIT
get-intrinsic,1.1.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/get-intrinsic,https://github.com/ljharb/get-intrinsic,MIT,MIT,MIT,
get-own-enumerable-property-symbols,3.0.2,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/get-own-enumerable-property-symbols,https://github.com/mightyiam/get-own-enumerable-property-symbols,ISC,ISC,,
get-stdin,5.0.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/get-stdin,sindresorhus/get-stdin,MIT,MIT,MIT,MIT
get-stream,5.2.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/get-stream,sindresorhus/get-stream,MIT,MIT,MIT,
getpass,0.1.7,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/getpass,https://github.com/arekinath/node-getpass,MIT,MIT,,
glob,7.1.7,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/glob,http://github.com/isaacs/node-glob,ISC,ISC,ISC,
graceful-fs,4.2.6,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/graceful-fs,https://github.com/isaacs/node-graceful-fs,ISC,ISC,ISC,
gray-matter,2.1.1,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/gray-matter,jonschlinkert/gray-matter,MIT,MIT,MIT,
gulp-header,1.8.12,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/gulp-header,http://github.com/tracker1/gulp-header,MIT,MIT,MIT,
har-schema,2.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/har-schema,https://github.com/ahmadnassri/har-schema,ISC,ISC,,
har-validator,5.1.5,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/har-validator,https://github.com/ahmadnassri/node-har-validator,MIT,MIT,MIT,
has,1.0.3,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/has,http://github.com/tarruda/has,MIT,MIT,,
has-ansi,2.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/has-ansi,sindresorhus/has-ansi,MIT,MIT,MIT,MIT
has-flag,3.0.0,/Users/luisherranz/Code/frontity-licenses/frontity-docs/node_modules/@babel/highlight/node_modules/has-flag,(none),MIT,MIT,MIT,MIT
